iter	Logloss
0	0.6433695329
1	0.5991643288
2	0.5623447424
3	0.5293227165
4	0.5009730421
5	0.4722361625
6	0.4460108919
7	0.4205646274
8	0.3967939995
9	0.3808787561
10	0.3636144849
11	0.3501180593
12	0.3371102626
13	0.3221053703
14	0.3094994838
15	0.3002113835
16	0.2915690718
17	0.2823067848
18	0.2734491782
19	0.2667666659
20	0.2603669374
21	0.2544731445
22	0.2478054295
23	0.2418172042
24	0.2355593592
25	0.2299532402
26	0.224456755
27	0.2196401995
28	0.2149408282
29	0.2103336436
30	0.206539677
31	0.2031431018
32	0.1984400435
33	0.1949530858
34	0.1912944561
35	0.1874285687
36	0.1840090638
37	0.1801752068
38	0.1773169532
39	0.1738845938
40	0.1714468711
41	0.1687158555
42	0.1659511403
43	0.1631679883
44	0.1608227493
45	0.1583627511
46	0.1560327575
47	0.1530736479
48	0.1509947208
49	0.1490008915
50	0.146854828
51	0.1450126502
52	0.1428179086
53	0.1411762987
54	0.1392271569
55	0.1373166369
56	0.1353915196
57	0.1339121286
58	0.1320424715
59	0.1304739287
60	0.1289074247
61	0.1276389569
62	0.1258966237
63	0.1246832865
64	0.1233556093
65	0.1221070751
66	0.1206067682
67	0.1191895199
68	0.1176753496
69	0.1164509137
70	0.115296511
71	0.1139728411
72	0.1128727229
73	0.1116372362
74	0.1105054746
75	0.1092738049
76	0.108222288
77	0.1072118236
78	0.1059794844
79	0.1050081985
80	0.1040778989
81	0.1029372707
82	0.101720951
83	0.1006467556
84	0.0997088019
85	0.09884539359
86	0.09782888043
87	0.09683448168
88	0.09602431763
89	0.09520217379
90	0.09452260761
91	0.0936932089
92	0.09294993078
93	0.09222183054
94	0.09138244332
95	0.09082893937
96	0.09014549429
97	0.08952716457
98	0.08873611212
99	0.08803844485
100	0.08746401057
101	0.0867907603
102	0.08614030292
103	0.08550666124
104	0.08505772909
105	0.0844220667
106	0.08382453658
107	0.08302775439
108	0.08232255571
109	0.08171185939
110	0.08120117415
111	0.08063048567
112	0.08008791788
113	0.07945785215
114	0.07911100896
115	0.07848138294
116	0.07806498005
117	0.07750980851
118	0.07686460169
119	0.0763144132
120	0.07561222333
121	0.07510290908
122	0.07468685763
123	0.07413211344
124	0.0734639987
125	0.07299012355
126	0.07251176894
127	0.07210567991
128	0.07161883452
129	0.07118347718
130	0.07073903652
131	0.07020852208
132	0.06984795227
133	0.06934028287
134	0.06894937388
135	0.06862358057
136	0.06823762888
137	0.06788553162
138	0.06735903301
139	0.06690288994
140	0.06653853653
141	0.0661131794
142	0.06571494496
143	0.06543525974
144	0.06509412806
145	0.06468694474
146	0.06436026732
147	0.0639654097
148	0.06368336403
149	0.06334399943
150	0.06302358994
151	0.06273300919
152	0.062392456
153	0.06201229122
154	0.06155120842
155	0.06115031945
156	0.0607772875
157	0.06051743281
158	0.06025767025
159	0.06007878844
160	0.05988062247
161	0.05953148939
162	0.05926149691
163	0.0589088474
164	0.05855199164
165	0.05830580657
166	0.05789205904
167	0.05760017083
168	0.05730944864
169	0.05694575664
170	0.05667900237
171	0.05640596176
172	0.05610450003
173	0.05577351769
174	0.05550523577
175	0.05530264301
176	0.05496894762
177	0.05467440336
178	0.05445870126
179	0.05429758731
180	0.05411828484
181	0.05385502391
182	0.05361170822
183	0.05330509457
184	0.05300724657
185	0.05272760515
186	0.05252378452
187	0.05229995996
188	0.05212579971
189	0.05192127285
190	0.0516268881
191	0.05135553415
192	0.05123122845
193	0.05096788493
194	0.05075668219
195	0.0505515867
196	0.05031942452
197	0.05000950678
198	0.049779795
199	0.04959577096
